,CRIME_TYPE,HUNDRED_BLOCK,MONTH,YEAR
448,Theft of Motor Vehicle,10300 KING GEORGE BLVD    ,1,2014
449,Theft from Motor Vehicle,3000 MCBRIDE AVE     ,1,2014
450,Break and Enter - Residence,13000 107TH AVE     ,1,2014
451,Theft from Motor Vehicle,13800 LAUREL DR     ,1,2014
452,Theft from Motor Vehicle,14800 76TH AVE     ,1,2014
453,Theft from Motor Vehicle,9000 141A ST     ,1,2014
454,Theft from Motor Vehicle,3100 184TH ST     ,1,2014
455,Theft from Motor Vehicle,7500 146TH ST     ,1,2014
456,Theft from Motor Vehicle,14400 81A AVE     ,1,2014
457,Break and Enter - Residence,19400 ENTERPRISE WAY     ,1,2014
458,Theft of Motor Vehicle,19400 ENTERPRISE WAY     ,1,2014
459,Theft of Motor Vehicle,9200 138TH ST     ,1,2014
460,Theft from Motor Vehicle,5800 170A ST     ,1,2014
461,Theft from Motor Vehicle,11100 157TH ST     ,1,2014
462,Theft from Motor Vehicle,15600 37TH AVE     ,1,2014
463,Theft of Motor Vehicle,9200 149TH ST     ,1,2014
464,Theft from Motor Vehicle,13700 CRESCENT RD     ,1,2014
465,Theft from Motor Vehicle,18100 68A AVE     ,1,2014
466,Theft from Motor Vehicle,5800 169TH ST     ,1,2014
467,Theft from Motor Vehicle,13100 MARINE DR     ,1,2014
468,Theft from Motor Vehicle,14100 84TH AVE     ,1,2014
469,Theft of Motor Vehicle,19300 94TH AVE     ,1,2014
470,Theft from Motor Vehicle,6300 126TH ST     ,1,2014
471,Theft from Motor Vehicle,8400 156TH ST     ,1,2014
472,Theft from Motor Vehicle,10900 142B ST     ,1,2014
473,Theft from Motor Vehicle,2300 132A ST     ,1,2014
474,Break and Enter - Business,13300 104TH AVE     ,1,2014
475,Theft from Motor Vehicle,18200 69TH AVE     ,1,2014
476,Theft of Motor Vehicle,10500 SCOTT RD     ,1,2014
477,Theft of Motor Vehicle,10700 155A ST     ,1,2014
478,Break and Enter - Residence,18100 67TH AVE     ,1,2014
479,Break and Enter - Business,7100 KING GEORGE BLVD    ,1,2014
480,Break and Enter - Business,12000 80TH AVE     ,1,2014
481,Theft from Motor Vehicle,13300 76TH AVE     ,1,2014
482,Theft of Motor Vehicle,15000 94TH AVE     ,1,2014
483,Break and Enter - Residence,7900 126A ST     ,1,2014
484,Theft from Motor Vehicle,15000 76A AVE     ,1,2014
485,Break and Enter - Residence,3300 141ST ST     ,1,2014
486,Theft of Motor Vehicle,3300 141ST ST     ,1,2014
487,Break and Enter - Business,13100 76TH AVE     ,1,2014
488,Break and Enter - Residence,13900 20A AVE     ,1,2014
489,Theft of Motor Vehicle,13900 20A AVE     ,1,2014
490,Theft from Motor Vehicle,9800 KING GEORGE BLVD    ,1,2014
491,Theft from Motor Vehicle,7300 PARKWOOD DR     ,1,2014
492,Theft from Motor Vehicle,8100 153A ST     ,1,2014
493,Theft from Motor Vehicle,16400 63A AVE     ,1,2014
494,Theft from Motor Vehicle,12300 OLD YALE RD    ,1,2014
495,Theft from Motor Vehicle,5600 152ND ST     ,1,2014
496,Shoplifting,8900 152ND ST     ,1,2014
497,Theft of Motor Vehicle,10000 121ST ST     ,1,2014
498,Theft of Motor Vehicle,10500 132ND ST     ,1,2014
499,Theft from Motor Vehicle,14900 83A AVE     ,1,2014
500,Break and Enter - Residence,15500 24TH AVE     ,1,2014
501,Break and Enter - Residence,8700 166TH ST     ,1,2014
502,Break and Enter - Business,10600 SCOTT RD     ,1,2014
503,Break and Enter - Residence,10300 150TH ST     ,1,2014
504,Theft from Motor Vehicle,14100 62B AVE     ,1,2014
505,Break and Enter - Business,10600 KING GEORGE BLVD    ,1,2014
506,Theft from Motor Vehicle,7200 145A ST     ,1,2014
507,Theft of Motor Vehicle,10500 UNIVERSITY DR     ,1,2014
508,Break and Enter - Residence,12600 88TH AVE     ,1,2014
509,Theft from Motor Vehicle,3000 KING GEORGE BLVD    ,1,2014
510,Theft of Motor Vehicle,1300 130TH ST     ,1,2014
511,Break and Enter - Residence,6300 121ST ST     ,1,2014
512,Theft from Motor Vehicle,9500 127TH ST     ,1,2014
513,Theft of Motor Vehicle,13200 105A AVE     ,1,2014
514,Theft of Motor Vehicle,13300 105A AVE     ,1,2014
515,Theft from Motor Vehicle,13300 88TH AVE     ,1,2014
516,Theft from Motor Vehicle,7600 140A ST     ,1,2014
517,Theft from Motor Vehicle,12800 96B AVE     ,1,2014
518,Break and Enter - Residence,10300 128A ST     ,1,2014
519,Theft of Motor Vehicle,15400 31ST AVE     ,1,2014
520,Theft from Motor Vehicle,10100 UNIVERSITY DR     ,1,2014
521,Theft from Motor Vehicle,11100 PARTRIDGE CRES     ,1,2014
522,Shoplifting,12400 88TH AVE     ,1,2014
523,Theft from Motor Vehicle,16700 57A AVE     ,1,2014
524,Theft of Motor Vehicle,7800 132A ST     ,1,2014
525,Theft from Motor Vehicle,8100 132A ST     ,1,2014
526,Theft from Motor Vehicle,9500 134A ST     ,1,2014
527,Theft from Motor Vehicle,15100 61ST AVE     ,1,2014
528,Theft from Motor Vehicle,15500 24TH AVE     ,1,2014
529,Fatal/Injury Collision,2900 156TH ST     ,1,2014
530,Theft of Motor Vehicle,9800 130TH ST     ,1,2014
531,Theft from Motor Vehicle,16300 12TH AVE     ,1,2014
532,Theft from Motor Vehicle,10800 142ND ST     ,1,2014
533,Fatal/Injury Collision,15200 18TH AVE     ,1,2014
534,Theft from Motor Vehicle,16200 16TH AVE     ,1,2014
535,Fatal/Injury Collision,12200 KING GEORGE BLVD    ,1,2014
536,Theft of Motor Vehicle,9700 188TH ST     ,1,2014
537,Theft from Motor Vehicle,17900 71A AVE     ,1,2014
538,Theft from Motor Vehicle,15800 105A AVE     ,1,2014
539,Theft from Motor Vehicle,6000 164A ST     ,1,2014
540,Theft from Motor Vehicle,9300 122ND ST     ,1,2014
541,Break and Enter - Business,15600 FRASER HWY     ,1,2014
542,Theft from Motor Vehicle,7100 192ND ST     ,1,2014
543,Shoplifting,7400 KING GEORGE BLVD    ,1,2014
544,Theft of Motor Vehicle,2700 158TH ST     ,1,2014
545,Theft from Motor Vehicle,9200 163RD ST     ,1,2014
546,Theft of Motor Vehicle,7600 145TH ST     ,1,2014
547,Theft from Motor Vehicle,8600 141ST ST     ,1,2014
548,Break and Enter - Business,9700 140TH ST     ,1,2014
549,Theft from Motor Vehicle,14300 72A AVE     ,1,2014
550,Theft from Motor Vehicle,16700 63B AVE     ,1,2014
551,Theft of Motor Vehicle,5800 177B ST     ,1,2014
552,Shoplifting,7100 138TH ST     ,1,2014
553,Theft from Motor Vehicle,8600 141ST ST     ,1,2014
554,Theft from Motor Vehicle,14600 81A AVE     ,1,2014
555,Theft from Motor Vehicle,15000 68TH AVE     ,1,2014
556,Theft from Motor Vehicle,15400 79TH AVE     ,1,2014
557,Theft from Motor Vehicle,12900 58A AVE     ,1,2014
558,Theft from Motor Vehicle,2600 162ND ST     ,1,2014
559,Break and Enter - Residence,14100 COLEBROOK RD     ,1,2014
560,Shoplifting,14300 104TH AVE     ,1,2014
561,Theft from Motor Vehicle,18900 68A AVE     ,1,2014
562,Break and Enter - Residence,10100 144TH ST     ,1,2014
563,Fatal/Injury Collision,7000 128TH ST     ,1,2014
564,Theft of Motor Vehicle,15000 81ST AVE     ,1,2014
565,Theft of Motor Vehicle,19100 63RD AVE     ,1,2014
566,Theft of Motor Vehicle,9500 130A ST     ,1,2014
567,Theft of Motor Vehicle,14000 23A AVE     ,1,2014
568,Shoplifting,16600 FRASER HWY     ,1,2014
569,Theft from Motor Vehicle,15500 91ST AVE     ,1,2014
570,Theft from Motor Vehicle,19100 27TH AVE     ,1,2014
571,Theft from Motor Vehicle,8700 158TH ST     ,1,2014
572,Theft from Motor Vehicle,7100 129A ST     ,1,2014
573,Theft from Motor Vehicle,13800 92ND AVE     ,1,2014
574,Theft from Motor Vehicle,8500 164A ST     ,1,2014
575,Theft from Motor Vehicle,12000 NORDEL WAY     ,1,2014
576,Theft from Motor Vehicle,12300 77A AVE     ,1,2014
577,Break and Enter - Business,10300 152ND ST     ,1,2014
578,Theft from Motor Vehicle,7600 147A ST     ,1,2014
579,Theft of Motor Vehicle,14200 110TH AVE     ,1,2014
580,Theft from Motor Vehicle,14800 104TH AVE     ,1,2014
581,Theft from Motor Vehicle,7700 128TH ST     ,1,2014
582,Break and Enter - Business,9700 192ND ST     ,1,2014
583,Theft from Motor Vehicle,14900 57TH AVE     ,1,2014
584,Shoplifting,1600 152ND ST     ,1,2014
585,Break and Enter - Residence,14700 67A AVE     ,1,2014
586,Theft from Motor Vehicle,14300 70A AVE     ,1,2014
587,Theft of Motor Vehicle,14500 76A AVE     ,1,2014
588,Shoplifting,14700 108TH AVE     ,1,2014
589,Break and Enter - Business,8400 162ND ST     ,1,2014
590,Theft from Motor Vehicle,10300 152ND ST     ,1,2014
591,Theft of Motor Vehicle,15700 82A AVE     ,1,2014
592,Break and Enter - Business,13700 108TH AVE     ,1,2014
593,Theft from Motor Vehicle,14900 88A AVE     ,1,2014
594,Theft of Motor Vehicle,15000 ROBIN CRES     ,1,2014
595,Theft from Motor Vehicle,7500 KING GEORGE BLVD    ,1,2014
596,Theft from Motor Vehicle,6400 135A ST     ,1,2014
597,Break and Enter - Business,10100 152ND ST     ,1,2014
598,Theft from Motor Vehicle,13100 106TH AVE     ,1,2014
599,Theft of Motor Vehicle,6600 120TH ST     ,1,2014
600,Theft from Motor Vehicle,9400 121ST ST     ,1,2014
601,Theft of Motor Vehicle,9400 151A ST     ,1,2014
602,Theft of Motor Vehicle,10600 150TH ST     ,1,2014
603,Break and Enter - Business,13800 101ST AVE     ,1,2014
604,Theft from Motor Vehicle,14500 33A AVE     ,1,2014
605,Theft from Motor Vehicle,14900 88A AVE     ,1,2014
606,Theft from Motor Vehicle,5700 184A ST     ,1,2014
607,Theft from Motor Vehicle,8600 132ND ST     ,1,2014
608,Break and Enter - Business,9300 120TH ST     ,1,2014
609,Theft of Motor Vehicle,8000 134TH ST     ,1,2014
610,Theft from Motor Vehicle,13300 22A AVE     ,1,2014
611,Theft of Motor Vehicle,15200 19TH AVE     ,1,2014
612,Theft from Motor Vehicle,15900 80A AVE     ,1,2014
613,Break and Enter - Business,17700 DALY RD     ,1,2014
614,Break and Enter - Business,5800 177B ST     ,1,2014
615,Theft of Motor Vehicle,9100 143A ST     ,1,2014
616,Shoplifting,12000 80TH AVE     ,1,2014
617,Theft of Motor Vehicle,15500 98TH AVE     ,1,2014
618,Theft from Motor Vehicle,16500 63B AVE     ,1,2014
619,Shoplifting,10200 KING GEORGE BLVD    ,1,2014
620,Theft of Motor Vehicle,8800 160TH ST     ,1,2014
621,Theft from Motor Vehicle,10300 152ND ST     ,1,2014
622,Fatal/Injury Collision,19500 LANGLEY BPS     ,1,2014
623,Break and Enter - Business,14100 62ND AVE     ,1,2014
624,Theft from Motor Vehicle,2400 128TH ST     ,1,2014
625,Theft of Motor Vehicle,9900 133RD ST     ,1,2014
626,Theft from Motor Vehicle,9900 149TH ST     ,1,2014
627,Theft from Motor Vehicle,10500 135A ST     ,1,2014
628,Theft of Motor Vehicle,16000 82ND AVE     ,1,2014
629,Theft from Motor Vehicle,9900 128TH ST     ,1,2014
630,Shoplifting,14600 104TH AVE     ,1,2014
631,Shoplifting,6800 128TH ST     ,1,2014
632,Shoplifting,12700 110TH AVE     ,1,2014
633,Break and Enter - Business,10100 KING GEORGE BLVD    ,1,2014
634,Theft from Motor Vehicle,7800 164B ST     ,1,2014
635,Theft from Motor Vehicle,8300 124TH ST     ,1,2014
636,Theft from Motor Vehicle,9300 127A ST     ,1,2014
637,Theft from Motor Vehicle,14600 17TH AVE     ,1,2014
638,Theft from Motor Vehicle,1400 134A ST     ,1,2014
639,Theft of Motor Vehicle,6000 163RD ST     ,1,2014
640,Theft from Motor Vehicle,8100 153A ST     ,1,2014
641,Theft of Motor Vehicle,13800 80A AVE     ,1,2014
642,Theft from Motor Vehicle,15400 79TH AVE     ,1,2014
643,Shoplifting,12400 88TH AVE     ,1,2014
644,Break and Enter - Residence,16400 20TH AVE     ,1,2014
645,Theft from Motor Vehicle,7600 149TH ST     ,1,2014
646,Theft from Motor Vehicle,7900 134TH ST     ,1,2014
647,Theft from Motor Vehicle,10600 150TH ST     ,1,2014
648,Theft from Motor Vehicle,10600 137A ST     ,1,2014
649,Break and Enter - Business,12700 72ND AVE     ,1,2014
650,Theft from Motor Vehicle,13000 76TH AVE     ,1,2014
651,Theft of Motor Vehicle,14100 103A AVE     ,1,2014
652,Fatal/Injury Collision,13300 97TH AVE     ,1,2014
653,Theft from Motor Vehicle,18000 70TH AVE     ,1,2014
654,Theft from Motor Vehicle,13400 KING GEORGE BLVD    ,1,2014
655,Theft from Motor Vehicle,8400 154TH ST     ,1,2014
656,Theft from Motor Vehicle,10300 152ND ST     ,1,2014
657,Theft from Motor Vehicle,16600 85A AVE     ,1,2014
658,Theft from Motor Vehicle,5900 168A ST     ,1,2014
659,Theft of Motor Vehicle,10700 142ND ST     ,1,2014
660,Theft from Motor Vehicle,7000 120TH ST     ,1,2014
661,Theft from Motor Vehicle,7600 145TH ST     ,1,2014
662,Break and Enter - Residence,9100 154TH ST     ,1,2014
663,Theft from Motor Vehicle,16500 63B AVE     ,1,2014
664,Theft of Motor Vehicle,10700 139TH ST     ,1,2014
665,Shoplifting,1000 GUILDFORD TOWN CTR    ,1,2014
666,Theft from Motor Vehicle,7700 146TH ST     ,1,2014
667,Theft from Motor Vehicle,13000 84TH AVE     ,1,2014
668,Theft from Motor Vehicle,14500 74A AVE     ,1,2014
669,Theft of Motor Vehicle,15000 94A AVE     ,1,2014
670,Shoplifting,7400 KING GEORGE BLVD    ,1,2014
671,Shoplifting,2300 160TH ST     ,1,2014
672,Theft from Motor Vehicle,6900 180TH ST     ,1,2014
673,Break and Enter - Residence,6900 129TH ST     ,1,2014
674,Theft from Motor Vehicle,8400 148A ST     ,1,2014
675,Theft of Motor Vehicle,9200 121ST ST     ,1,2014
676,Theft of Motor Vehicle,10400 150TH ST     ,1,2014
677,Theft of Motor Vehicle,16700 104TH AVE     ,1,2014
678,Theft from Motor Vehicle,2600 126TH ST     ,1,2014
679,Fatal/Injury Collision,8700 132ND ST     ,1,2014
680,Theft from Motor Vehicle,6500 121ST ST     ,1,2014
681,Theft from Motor Vehicle,8000 121A ST     ,1,2014
682,Theft of Motor Vehicle,9800 140TH ST     ,1,2014
683,Shoplifting,12700 110TH AVE     ,1,2014
684,Theft from Motor Vehicle,13800 FRASER HWY     ,1,2014
685,Theft from Motor Vehicle,14900 104TH AVE     ,1,2014
686,Theft from Motor Vehicle,14200 90A AVE     ,1,2014
687,Theft of Motor Vehicle,10700 132A ST     ,1,2014
688,Theft from Motor Vehicle,12200 91A AVE     ,1,2014
689,Theft of Motor Vehicle,14900 90TH AVE     ,1,2014
690,Break and Enter - Residence,15000 19A AVE     ,1,2014
691,Break and Enter - Residence,6700 133RD ST     ,1,2014
692,Theft from Motor Vehicle,9000 136B ST     ,1,2014
693,Theft of Motor Vehicle,9300 192ND ST     ,1,2014
694,Theft from Motor Vehicle,15000 88A AVE     ,1,2014
695,Theft from Motor Vehicle,9600 123A ST     ,1,2014
696,Break and Enter - Residence,5600 176A ST     ,1,2014
697,Theft from Motor Vehicle,6900 HAYLE PL     ,1,2014
698,Theft from Motor Vehicle,12600 82ND AVE     ,1,2014
699,Shoplifting,6300 176TH ST     ,1,2014
700,Theft from Motor Vehicle,8400 167TH ST     ,1,2014
701,Shoplifting,12700 110TH AVE     ,1,2014
702,Fatal/Injury Collision,14700 108TH AVE     ,1,2014
703,Theft from Motor Vehicle,10600 142A ST     ,1,2014
704,Shoplifting,10700 KING GEORGE BLVD    ,1,2014
705,Theft from Motor Vehicle,9200 132A ST     ,1,2014
706,Theft from Motor Vehicle,7100 192ND ST     ,1,2014
707,Shoplifting,10100 KING GEORGE BLVD    ,1,2014
708,Break and Enter - Residence,10500 138A ST     ,1,2014
709,Theft of Motor Vehicle,10800 125TH ST     ,1,2014
710,Shoplifting,7400 KING GEORGE BLVD    ,1,2014
711,Theft from Motor Vehicle,6400 179TH ST     ,1,2014
712,Theft from Motor Vehicle,14400 74A AVE     ,1,2014
713,Break and Enter - Residence,18200 67TH AVE     ,1,2014
714,Theft from Motor Vehicle,6300 167A ST     ,1,2014
715,Break and Enter - Business,10300 KING GEORGE BLVD    ,1,2014
716,Theft from Motor Vehicle,8500 148TH ST     ,1,2014
717,Theft from Motor Vehicle,12100 59TH AVE     ,1,2014
718,Theft from Motor Vehicle,12100 95TH AVE     ,1,2014
719,Theft from Motor Vehicle,15400 20TH AVE     ,1,2014
720,Theft from Motor Vehicle,19100 68A AVE     ,1,2014
721,Shoplifting,10700 KING GEORGE BLVD    ,1,2014
722,Theft from Motor Vehicle,3100 MCBRIDE AVE     ,1,2014
723,Theft from Motor Vehicle,7800 122ND ST     ,1,2014
724,Break and Enter - Business,13700 107A AVE     ,1,2014
725,Theft from Motor Vehicle,6000 147TH ST     ,1,2014
726,Theft of Motor Vehicle,12900 65A AVE     ,1,2014
727,Break and Enter - Business,8300 128TH ST     ,1,2014
728,Theft from Motor Vehicle,7600 146TH ST     ,1,2014
729,Theft from Motor Vehicle,14100 86TH AVE     ,1,2014
730,Theft from Motor Vehicle,14900 57TH AVE     ,1,2014
731,Theft of Motor Vehicle,15000 32ND AVE     ,1,2014
732,Shoplifting,10300 KING GEORGE BLVD    ,1,2014
733,Shoplifting,8900 152ND ST     ,1,2014
734,Shoplifting,10800 148TH ST     ,1,2014
735,Theft from Motor Vehicle,14100 104TH AVE     ,1,2014
736,Theft from Motor Vehicle,16800 87TH AVE     ,1,2014
737,Break and Enter - Residence,2400 164TH ST     ,1,2014
738,Theft from Motor Vehicle,2400 164TH ST     ,1,2014
739,Theft from Motor Vehicle,16100 83RD AVE     ,1,2014
740,Theft from Motor Vehicle,14500 33B AVE     ,1,2014
741,Theft from Motor Vehicle,14600 75TH AVE     ,1,2014
742,Fatal/Injury Collision,14600 104TH AVE     ,1,2014
743,Theft of Motor Vehicle,17400 57TH AVE     ,1,2014
744,Theft from Motor Vehicle,10200 KING GEORGE BLVD    ,1,2014
745,Theft of Motor Vehicle,2600 137TH ST     ,1,2014
746,Break and Enter - Residence,6600 127TH ST     ,1,2014
747,Theft from Motor Vehicle,13900 60TH AVE     ,1,2014
748,Theft from Motor Vehicle,14300 68B AVE     ,1,2014
749,Theft from Motor Vehicle,8000 KESTREL CRT     ,1,2014
750,Theft from Motor Vehicle,14400 RIDGE CRES     ,1,2014
751,Fatal/Injury Collision,1800 AMBLE GREENE DR    ,1,2014
752,Theft from Motor Vehicle,6600 126TH ST     ,1,2014
753,Theft from Motor Vehicle,8200 170TH ST     ,1,2014
754,Theft from Motor Vehicle,12200 75A AVE     ,1,2014
755,Theft from Motor Vehicle,2000 128TH ST     ,1,2014
756,Theft from Motor Vehicle,6200 192ND ST     ,1,2014
757,Theft from Motor Vehicle,14400 103RD AVE     ,1,2014
758,Break and Enter - Residence,16700 63B AVE     ,1,2014
759,Break and Enter - Business,11100 SCOTT RD     ,1,2014
760,Break and Enter - Business,14700 64TH AVE     ,1,2014
761,Theft from Motor Vehicle,14900 57TH AVE     ,1,2014
762,Theft from Motor Vehicle,10200 155A ST     ,1,2014
763,Theft from Motor Vehicle,11900 96TH AVE     ,1,2014
764,Theft from Motor Vehicle,15800 97A AVE     ,1,2014
765,Theft from Motor Vehicle,7900 122ND ST     ,1,2014
766,Theft from Motor Vehicle,14800 88TH AVE     ,1,2014
767,Theft from Motor Vehicle,15400 90A AVE     ,1,2014
768,Break and Enter - Residence,17700 56TH AVE     ,1,2014
769,Break and Enter - Business,9500 128TH ST     ,1,2014
770,Break and Enter - Residence,15400 27TH AVE     ,1,2014
771,Theft from Motor Vehicle,14600 17A AVE     ,1,2014
772,Theft from Motor Vehicle,19300 73A AVE     ,1,2014
773,Theft of Motor Vehicle,13800 SELKIRK DR     ,1,2014
774,Shoplifting,10300 KING GEORGE BLVD    ,1,2014
775,Shoplifting,8800 152ND ST     ,1,2014
776,Theft from Motor Vehicle,12100 82ND AVE     ,1,2014
777,Theft of Motor Vehicle,14300 68TH AVE     ,1,2014
778,Theft from Motor Vehicle,15500 FRASER HWY     ,1,2014
779,Break and Enter - Residence,13100 24TH AVE     ,1,2014
780,Theft from Motor Vehicle,15100 36TH AVE     ,1,2014
781,Theft from Motor Vehicle,4600 KING GEORGE BLVD    ,1,2014
782,Theft of Motor Vehicle,9500 PRINCE CHARLES BLVD    ,1,2014
783,Theft of Motor Vehicle,12600 62ND AVE     ,1,2014
784,Break and Enter - Residence,14300 110TH AVE     ,1,2014
785,Theft from Motor Vehicle,14500 72A AVE     ,1,2014
786,Theft from Motor Vehicle,14700 80A AVE     ,1,2014
787,Theft from Motor Vehicle,12200 82ND AVE     ,1,2014
788,Break and Enter - Residence,13100 106A AVE     ,1,2014
789,Shoplifting,12000 NORDEL WAY     ,1,2014
790,Theft of Motor Vehicle,6500 KING GEORGE BLVD    ,1,2014
791,Theft from Motor Vehicle,7100 188TH ST     ,1,2014
792,Theft from Motor Vehicle,10000 171A ST     ,1,2014
793,Theft of Motor Vehicle,12900 107A AVE     ,1,2014
794,Theft from Motor Vehicle,7800 165A ST     ,1,2014
795,Theft from Motor Vehicle,8400 156TH ST     ,1,2014
796,Theft from Motor Vehicle,9000 136B ST     ,1,2014
797,Break and Enter - Residence,14000 33B AVE     ,1,2014
798,Theft from Motor Vehicle,14900 57TH AVE     ,1,2014
799,Theft from Motor Vehicle,6100 187A ST     ,1,2014
800,Theft from Motor Vehicle,7500 148TH ST     ,1,2014
801,Theft of Motor Vehicle,9500 127TH ST     ,1,2014
802,Break and Enter - Residence,16900 32ND AVE     ,1,2014
803,Theft from Motor Vehicle,18000 70TH AVE     ,1,2014
804,Theft from Motor Vehicle,6600 195TH ST     ,1,2014
805,Theft of Motor Vehicle,7900 127TH ST     ,1,2014
806,Shoplifting,12100 NORDEL WAY     ,1,2014
807,Shoplifting,7300 KING GEORGE BLVD    ,1,2014
808,Break and Enter - Business,13300 72ND AVE     ,1,2014
809,Break and Enter - Business,9800 KING GEORGE BLVD    ,1,2014
810,Theft from Motor Vehicle,14900 57TH AVE     ,1,2014
811,Theft from Motor Vehicle,17100 JERSEY DR     ,1,2014
812,Break and Enter - Business,10100 KING GEORGE BLVD    ,1,2014
813,Theft from Motor Vehicle,10700 SCOTT RD     ,1,2014
814,Theft from Motor Vehicle,14700 32ND AVE     ,1,2014
815,Break and Enter - Business,15200 19TH AVE     ,1,2014
